,City,State,Shape,Sight_Date,Sight_Time,Sight_Weekday,Sight_Day,Sight_Month
48020,New Hope,MN,Light,2014-02-26,22:00,Quarta-feira,26,2
48021,Stout,OH,Light,2014-02-26,21:00,Quarta-feira,26,2
48022,El Cajon,CA,Unknown,2014-02-26,20:30,Quarta-feira,26,2
48023,Fresno,CA,Light,2014-02-26,20:12,Quarta-feira,26,2
48024,Noblesville,IN,Circle,2014-02-26,20:05,Quarta-feira,26,2
48025,Washington Court House,OH,Unknown,2014-02-26,20:00,Quarta-feira,26,2
48026,El Cajon,CA,Unknown,2014-02-26,19:58,Quarta-feira,26,2
48027,Hillsboro,OH,Light,2014-02-26,19:45,Quarta-feira,26,2
48028,Tucson,AZ,Light,2014-02-26,19:40,Quarta-feira,26,2
48029,Grove City,OH,Fireball,2014-02-26,19:40,Quarta-feira,26,2
48030,Danbury,CT,Sphere,2014-02-26,19:30,Quarta-feira,26,2
48031,Albuquerque,NM,Other,2014-02-26,19:00,Quarta-feira,26,2
48034,Seattle,WA,Triangle,2014-02-26,13:00,Quarta-feira,26,2
48035,Liberty County (rural area in),MT,Fireball,2014-02-26,04:50,Quarta-feira,26,2
48036,Taunton,MA,Oval,2014-02-26,04:30,Quarta-feira,26,2
48037,Milpitas,CA,Unknown,2014-02-26,03:30,Quarta-feira,26,2
48038,Mesa,AZ,Light,2014-02-26,01:30,Quarta-feira,26,2
48039,Frederick,MD,Light,2014-02-25,23:35,Terça-feira,25,2
48040,Phoenix,AZ,Fireball,2014-02-25,22:00,Terça-feira,25,2
48042,Firebaugh (near),CA,Formation,2014-02-25,20:35,Terça-feira,25,2
48044,Breckenridge,TX,Oval,2014-02-25,20:00,Terça-feira,25,2
48045,Evanston,WY,Light,2014-02-25,18:35,Terça-feira,25,2
48046,Mokena/Matteson,IL,Light,2014-02-25,17:58,Terça-feira,25,2
48048,Casper,WY,Circle,2014-02-25,02:20,Terça-feira,25,2
48049,Ft. Wayne,IN,Light,2014-02-25,01:00,Terça-feira,25,2
48050,Smithsburg,MD,Other,2014-02-24,21:35,Segunda-feira,24,2
48051,Philadelphia,PA,Circle,2014-02-24,21:25,Segunda-feira,24,2
48052,Philadelphia,PA,Fireball,2014-02-24,21:15,Segunda-feira,24,2
48053,Belcamp,MD,Changing,2014-02-24,21:15,Segunda-feira,24,2
48054,Draper,UT,Light,2014-02-24,21:00,Segunda-feira,24,2
48055,West Chester (near),PA,Light,2014-02-24,21:00,Segunda-feira,24,2
48056,San Jose,CA,Light,2014-02-24,20:48,Segunda-feira,24,2
48057,East Tawas,MI,Unknown,2014-02-24,20:00,Segunda-feira,24,2
48058,Blythe,CA,Triangle,2014-02-24,19:00,Segunda-feira,24,2
48059,Fresno,CA,Unknown,2014-02-24,19:00,Segunda-feira,24,2
48060,Salem,NH,Triangle,2014-02-24,18:20,Segunda-feira,24,2
48061,In flight (southern U.S.),TX,Oval,2014-02-24,17:40,Segunda-feira,24,2
48062,Sacramento,CA,Circle,2014-02-24,16:20,Segunda-feira,24,2
48063,Briceville,TN,Other,2014-02-24,10:45,Segunda-feira,24,2
48064,Browns Summit,NC,Light,2014-02-24,04:00,Segunda-feira,24,2
48065,Palm City,FL,Circle,2014-02-24,00:00,Segunda-feira,24,2
48066,Orlando,FL,Triangle,2014-02-24,00:00,Segunda-feira,24,2
48067,Los Angeles,CA,Circle,2014-02-23,23:00,Domingo,23,2
48068,Cape Girardeau,MO,Unknown,2014-02-23,23:00,Domingo,23,2
48069,Balboa Island,CA,Circle,2014-02-23,23:00,Domingo,23,2
48070,Antelope,CA,Circle,2014-02-23,22:00,Domingo,23,2
48072,Kilmarnock,VA,Triangle,2014-02-23,21:30,Domingo,23,2
48073,Atlanta,GA,Changing,2014-02-23,21:16,Domingo,23,2
48074,Albuquerque,NM,Light,2014-02-23,21:05,Domingo,23,2
48075,Indianapolis,IN,Unknown,2014-02-23,21:00,Domingo,23,2
48076,Latham,NY,Circle,2014-02-23,21:00,Domingo,23,2
48077,Fritch,TX,Light,2014-02-23,21:00,Domingo,23,2
48078,Levittown,NY,Fireball,2014-02-23,21:00,Domingo,23,2
48079,Ballston Spa,NY,Fireball,2014-02-23,20:43,Domingo,23,2
48080,Ketchum,ID,Light,2014-02-23,20:15,Domingo,23,2
48081,Loganville,GA,Triangle,2014-02-23,20:15,Domingo,23,2
48082,Williston,VT,Fireball,2014-02-23,20:15,Domingo,23,2
48083,Victorville,CA,Light,2014-02-23,19:55,Domingo,23,2
48084,Anchorage,AK,Light,2014-02-23,19:45,Domingo,23,2
48085,Olean,NY,Triangle,2014-02-23,19:32,Domingo,23,2
48086,Brandon,FL,Light,2014-02-23,19:30,Domingo,23,2
48087,West Deptford,NJ,Oval,2014-02-23,18:40,Domingo,23,2
48088,Parker,CO,Sphere,2014-02-23,18:05,Domingo,23,2
48089,Winter Park,FL,Unknown,2014-02-23,07:00,Domingo,23,2
48090,San Diego,CA,Other,2014-02-23,06:40,Domingo,23,2
48092,Quakertown,PA,Circle,2014-02-22,23:15,Sábado,22,2
48093,Newport Beach,CA,Circle,2014-02-22,23:00,Sábado,22,2
48094,New York City (Bronx),NY,Light,2014-02-22,23:00,Sábado,22,2
48095,Tunkhannock,PA,Triangle,2014-02-22,22:30,Sábado,22,2
48096,Fond du Lac,WI,Cigar,2014-02-22,22:23,Sábado,22,2
48097,Minnetonka,MN,Light,2014-02-22,22:17,Sábado,22,2
48098,Harpers Ferry,WV,Unknown,2014-02-22,22:10,Sábado,22,2
48099,Grenville,SC,Other,2014-02-22,21:00,Sábado,22,2
48100,Wilton,ME,Triangle,2014-02-22,20:53,Sábado,22,2
48101,Beaverton,OR,Light,2014-02-22,20:20,Sábado,22,2
48103,Charlottesville,VA,Light,2014-02-22,20:00,Sábado,22,2
48104,Jeffersonville,VT,Sphere,2014-02-22,19:45,Sábado,22,2
48105,Philadelphia,PA,Fireball,2014-02-22,19:45,Sábado,22,2
48106,Manchester,NH,Sphere,2014-02-22,19:40,Sábado,22,2
48107,Boca Raton,FL,Oval,2014-02-22,19:15,Sábado,22,2
48108,Thurmond,WV,Formation,2014-02-22,19:15,Sábado,22,2
48109,Las Vegas,NV,Light,2014-02-22,19:02,Sábado,22,2
48110,Stockton,CA,Light,2014-02-22,19:00,Sábado,22,2
48111,Chico,CA,Light,2014-02-22,19:00,Sábado,22,2
48112,Punt Gorda,FL,Light,2014-02-22,19:00,Sábado,22,2
48113,Stockton,CA,Circle,2014-02-22,19:00,Sábado,22,2
48115,Williston,VT,Fireball,2014-02-22,19:00,Sábado,22,2
48116,Dothan,AL,Fireball,2014-02-22,19:00,Sábado,22,2
48117,Virginia Beach,VA,Circle,2014-02-22,18:55,Sábado,22,2
48118,Collierville,TN,Circle,2014-02-22,18:30,Sábado,22,2
48119,Jacksonville,FL,Rectangle,2014-02-22,17:20,Sábado,22,2
48120,Sacramento (east),CA,Light,2014-02-22,13:00,Sábado,22,2
48121,Miami,OK,Oval,2014-02-22,12:00,Sábado,22,2
48122,Brownsmills,NJ,Oval,2014-02-22,12:00,Sábado,22,2
48123,Fresno,CA,Unknown,2014-02-22,11:00,Sábado,22,2
48124,"Washington, D.C.",DC,Formation,2014-02-22,10:30,Sábado,22,2
48125,Savannah,MO,Other,2014-02-22,05:35,Sábado,22,2
48126,Wahiawa,HI,Light,2014-02-22,05:30,Sábado,22,2
48127,Southampton,MA,Unknown,2014-02-22,04:00,Sábado,22,2
48128,Ada,OK,Other,2014-02-22,04:00,Sábado,22,2
48129,Lafayette,IN,Circle,2014-02-22,01:20,Sábado,22,2
48130,Scranton,PA,Unknown,2014-02-22,01:00,Sábado,22,2
48131,Hopewell Junction,NY,Circle,2014-02-22,00:23,Sábado,22,2
48132,Oakland,CA,Unknown,2014-02-21,23:46,Sexta-feira,21,2
48133,Peoria,AZ,Light,2014-02-21,23:34,Sexta-feira,21,2
48134,Palmer,AK,Light,2014-02-21,23:30,Sexta-feira,21,2
48136,Glenwood,NY,Formation,2014-02-21,22:30,Sexta-feira,21,2
48137,New Orleans,LA,Triangle,2014-02-21,22:20,Sexta-feira,21,2
48138,Raleigh,NC,Triangle,2014-02-21,22:00,Sexta-feira,21,2
48139,Avon,CT,Sphere,2014-02-21,21:15,Sexta-feira,21,2
48140,Thousand Oaks,CA,Formation,2014-02-21,21:04,Sexta-feira,21,2
48141,Piqua,OH,Light,2014-02-21,21:00,Sexta-feira,21,2
48142,Orlando,FL,Oval,2014-02-21,21:00,Sexta-feira,21,2
48143,Castle Rock,CO,Light,2014-02-21,21:00,Sexta-feira,21,2
48144,Eastvale,CA,Fireball,2014-02-21,20:00,Sexta-feira,21,2
48147,Monroe,OH,Light,2014-02-21,19:50,Sexta-feira,21,2
48148,(City not specified),MO,Other,2014-02-21,19:45,Sexta-feira,21,2
48149,Winter Park,FL,Light,2014-02-21,19:45,Sexta-feira,21,2
48150,Newark (I-95; near PA border),DE,Circle,2014-02-21,19:45,Sexta-feira,21,2
48151,Winter Park (Orlando),FL,Sphere,2014-02-21,19:30,Sexta-feira,21,2
48152,Monrovia,CA,Unknown,2014-02-21,19:20,Sexta-feira,21,2
48153,Sun City West,AZ,Fireball,2014-02-21,19:15,Sexta-feira,21,2
48154,Bend,OR,Triangle,2014-02-21,19:10,Sexta-feira,21,2
48155,La Porte,IN,Circle,2014-02-21,18:45,Sexta-feira,21,2
48156,Fresno,CA,Sphere,2014-02-21,18:30,Sexta-feira,21,2
48157,Lansdale,PA,Light,2014-02-21,18:00,Sexta-feira,21,2
48158,Shelby,NC,Other,2014-02-21,17:00,Sexta-feira,21,2
48159,Arlington,VA,Cigar,2014-02-21,14:30,Sexta-feira,21,2
48161,Stockbridge,GA,Circle,2014-02-21,11:00,Sexta-feira,21,2
48162,Daytona Beach,FL,Fireball,2014-02-21,02:30,Sexta-feira,21,2
48164,Cornell,CA,Changing,2014-02-21,00:01,Sexta-feira,21,2
48165,Anchorage,AK,Oval,2014-02-21,00:00,Sexta-feira,21,2
48166,Las Vegas,NV,Other,2014-02-20,23:55,Quinta-feira,20,2
48167,Venice,CA,Circle,2014-02-20,23:29,Quinta-feira,20,2
48168,Porterville,CA,Disk,2014-02-20,22:00,Quinta-feira,20,2
48169,Saint Cloud,FL,Sphere,2014-02-20,21:10,Quinta-feira,20,2
48171,Orlando,FL,Circle,2014-02-20,20:55,Quinta-feira,20,2
48173,Gila Bend,AZ,Circle,2014-02-20,20:30,Quinta-feira,20,2
48175,Vero Beach,FL,Fireball,2014-02-20,19:50,Quinta-feira,20,2
48177,Broomall,PA,Sphere,2014-02-20,19:00,Quinta-feira,20,2
48178,Fountain,CO,Circle,2014-02-20,18:30,Quinta-feira,20,2
48179,Seffner,FL,Other,2014-02-20,10:00,Quinta-feira,20,2
48180,Orlando,FL,Circle,2014-02-20,09:00,Quinta-feira,20,2
48181,Riverbank,CA,Light,2014-02-20,08:30,Quinta-feira,20,2
48183,Savannah,GA,Oval,2014-02-20,02:35,Quinta-feira,20,2
48184,Maricopa,AZ,Light,2014-02-20,02:30,Quinta-feira,20,2
48185,Fowler,IN,Triangle,2014-02-20,02:30,Quinta-feira,20,2
48186,Lithia,FL,Oval,2014-02-20,02:00,Quinta-feira,20,2
48187,Houston,TX,Unknown,2014-02-19,21:20,Quarta-feira,19,2
48188,Bakersfield,CA,Triangle,2014-02-19,20:45,Quarta-feira,19,2
48189,Moncks Corner,SC,Sphere,2014-02-19,20:30,Quarta-feira,19,2
48190,Maricopa,AZ,Light,2014-02-19,20:30,Quarta-feira,19,2
48191,Tucson,AZ,Light,2014-02-19,20:00,Quarta-feira,19,2
48192,Monterey Bay,CA,Fireball,2014-02-19,20:00,Quarta-feira,19,2
48193,Huntingtown,MD,Light,2014-02-19,18:15,Quarta-feira,19,2
48194,Raleigh,NC,Flash,2014-02-19,18:15,Quarta-feira,19,2
48195,Wirtz,VA,Formation,2014-02-19,18:00,Quarta-feira,19,2
48196,Moneta,VA,Formation,2014-02-19,18:00,Quarta-feira,19,2
48197,Columbia,SC,Changing,2014-02-19,15:17,Quarta-feira,19,2
48200,Boise,ID,Circle,2014-02-19,07:12,Quarta-feira,19,2
48202,Albuquerque,NM,Unknown,2014-02-19,03:00,Quarta-feira,19,2
48203,Anchorage,AK,Flash,2014-02-19,03:00,Quarta-feira,19,2
48204,Helena,MT,Unknown,2014-02-19,01:00,Quarta-feira,19,2
48205,Palm City,FL,Fireball,2014-02-19,00:30,Quarta-feira,19,2
48206,Palm City,FL,Fireball,2014-02-19,00:30,Quarta-feira,19,2
48207,Philadelphia,PA,Light,2014-02-19,00:00,Quarta-feira,19,2
48208,Fallbrook,CA,Circle,2014-02-18,23:20,Terça-feira,18,2
48209,Lame Deer,MT,Unknown,2014-02-18,22:30,Terça-feira,18,2
48210,Mardela Springs,MD,Light,2014-02-18,22:00,Terça-feira,18,2
48211,Wentzville,MO,Triangle,2014-02-18,20:50,Terça-feira,18,2
48212,Chandler,IN,Other,2014-02-18,20:45,Terça-feira,18,2
48213,Richmond,IN,Fireball,2014-02-18,19:35,Terça-feira,18,2
48214,Tucson,AZ,Light,2014-02-18,19:16,Terça-feira,18,2
48215,Chicago,IL,Cigar,2014-02-18,18:55,Terça-feira,18,2
48217,Houston,TX,Disk,2014-02-18,18:00,Terça-feira,18,2
48220,Tampa,FL,Circle,2014-02-18,09:46,Terça-feira,18,2
48221,Toney,AL,Oval,2014-02-18,08:15,Terça-feira,18,2
48222,Toney,AL,Disk,2014-02-18,08:15,Terça-feira,18,2
48225,Fairmont,WV,Light,2014-02-18,01:40,Terça-feira,18,2
48226,selinsgrove,PA,Light,2014-02-18,00:00,Terça-feira,18,2
48227,Pembroke,MA,Circle,2014-02-17,22:50,Segunda-feira,17,2
48228,Hopewell,VA,Triangle,2014-02-17,22:30,Segunda-feira,17,2
48229,Dallas,TX,Triangle,2014-02-17,22:00,Segunda-feira,17,2
48230,Salt Lake City,UT,Fireball,2014-02-17,21:15,Segunda-feira,17,2
48231,Boise,ID,Light,2014-02-17,21:00,Segunda-feira,17,2
48232,Collegeville,PA,Light,2014-02-17,20:00,Segunda-feira,17,2
48235,Decatur,AL,Unknown,2014-02-17,19:00,Segunda-feira,17,2
48236,Milwaukie,OR,Triangle,2014-02-17,18:30,Segunda-feira,17,2
48237,Fresno,CA,Unknown,2014-02-17,15:40,Segunda-feira,17,2
48238,Keaton Beach,FL,Oval,2014-02-17,13:00,Segunda-feira,17,2
48239,Bowie,MD,Light,2014-02-17,11:00,Segunda-feira,17,2
48241,Winter Park,FL,Changing,2014-02-17,00:40,Segunda-feira,17,2
48242,Atwater,CA,Other,2014-02-17,00:32,Segunda-feira,17,2
48243,Cusseta & Fairfax,AL,Light,2014-02-17,00:14,Segunda-feira,17,2
48245,Surprise,AZ,Other,2014-02-16,23:00,Domingo,16,2
48247,Woodland,WA,Unknown,2014-02-16,21:10,Domingo,16,2
48249,Cambria,CA,Circle,2014-02-16,20:00,Domingo,16,2
48250,Elk Grove,CA,Sphere,2014-02-16,19:30,Domingo,16,2
48252,Edison,NJ,Oval,2014-02-16,17:25,Domingo,16,2
48253,Stockton,CA,Circle,2014-02-16,16:00,Domingo,16,2
48254,Lantana,FL,Other,2014-02-16,16:00,Domingo,16,2
48255,Custer,WI,Circle,2014-02-16,15:00,Domingo,16,2
48256,Quartzite,AZ,Oval,2014-02-16,11:00,Domingo,16,2
48257,Sacramento,CA,Cigar,2014-02-16,03:30,Domingo,16,2
48259,Sequim,WA,Changing,2014-02-15,23:45,Sábado,15,2
48260,Boynton Beach,FL,Triangle,2014-02-15,23:30,Sábado,15,2
48262,Palm City,FL,Oval,2014-02-15,23:20,Sábado,15,2
48263,Lakeland,FL,Fireball,2014-02-15,22:30,Sábado,15,2
48264,Ford,VA,Light,2014-02-15,21:45,Sábado,15,2
48265,Webster,MA,Unknown,2014-02-15,21:30,Sábado,15,2
48266,Las Vegas,NV,Fireball,2014-02-15,20:45,Sábado,15,2
48267,Perry,GA,Formation,2014-02-15,20:30,Sábado,15,2
48268,Pasadena,MD,Light,2014-02-15,20:12,Sábado,15,2
48269,Wabash,IN,Fireball,2014-02-15,19:23,Sábado,15,2
48270,Juno Beach,FL,Fireball,2014-02-15,19:00,Sábado,15,2
48272,Arvada,CO,Triangle,2014-02-15,18:14,Sábado,15,2
48273,Shoreview,MN,Cigar,2014-02-15,11:00,Sábado,15,2
48275,Lake Ft Phantom,TX,Circle,2014-02-15,05:40,Sábado,15,2
48277,City of Industry,CA,Unknown,2014-02-15,01:59,Sábado,15,2
48279,Clearwater,FL,Triangle,2014-02-15,01:20,Sábado,15,2
48280,Lebanon,PA,Fireball,2014-02-14,22:30,Sexta-feira,14,2
48281,Kirkland,WA,Circle,2014-02-14,22:08,Sexta-feira,14,2
48282,Salt Lake City,UT,Fireball,2014-02-14,22:00,Sexta-feira,14,2
48283,Newport Beach,CA,Fireball,2014-02-14,22:00,Sexta-feira,14,2
48284,Exton,PA,Unknown,2014-02-14,22:00,Sexta-feira,14,2
48285,Philadelphia,PA,Fireball,2014-02-14,22:00,Sexta-feira,14,2
48286,San Francisco,CA,Light,2014-02-14,22:00,Sexta-feira,14,2
48287,Raleigh,NC,Sphere,2014-02-14,21:45,Sexta-feira,14,2
48288,Santa Cruz,CA,Unknown,2014-02-14,21:45,Sexta-feira,14,2
48289,Mineral Bluff,GA,Cigar,2014-02-14,21:34,Sexta-feira,14,2
48290,Louisburg,NC,Circle,2014-02-14,21:30,Sexta-feira,14,2
48291,Yuba City,CA,Light,2014-02-14,21:30,Sexta-feira,14,2
48292,Loveland,CO,Unknown,2014-02-14,21:30,Sexta-feira,14,2
48293,Ridgecrest,CA,Unknown,2014-02-14,21:19,Sexta-feira,14,2
48294,Rio Linda,CA,Circle,2014-02-14,21:00,Sexta-feira,14,2
48295,Greenacres,FL,Sphere,2014-02-14,20:30,Sexta-feira,14,2
48296,Ft. Denaud,FL,Circle,2014-02-14,20:00,Sexta-feira,14,2
48297,Tucson,AZ,Light,2014-02-14,19:45,Sexta-feira,14,2
48298,Evans,GA,Sphere,2014-02-14,19:40,Sexta-feira,14,2
48299,Pueblo,CO,Fireball,2014-02-14,19:00,Sexta-feira,14,2
48300,Winter Park,FL,Other,2014-02-14,19:00,Sexta-feira,14,2
48301,Stephens City,VA,Light,2014-02-14,18:45,Sexta-feira,14,2
48302,Columbia,SC,Oval,2014-02-14,17:30,Sexta-feira,14,2
48303,Upper Marlboro,MD,Sphere,2014-02-14,12:20,Sexta-feira,14,2
48304,Janesville (near Tripp Road),WI,Circle,2014-02-14,09:10,Sexta-feira,14,2
48305,Sandy,OR,Oval,2014-02-14,06:45,Sexta-feira,14,2
48306,Calhoun,GA,Triangle,2014-02-14,06:25,Sexta-feira,14,2
48307,Seaside,OR,Disk,2014-02-14,06:25,Sexta-feira,14,2
48308,Tulsa,OK,Unknown,2014-02-14,06:15,Sexta-feira,14,2
48310,Chester,PA,Light,2014-02-14,05:45,Sexta-feira,14,2
48311,Chesnee,SC,Cigar,2014-02-14,01:00,Sexta-feira,14,2
48312,Portland,OR,Circle,2014-02-14,00:15,Sexta-feira,14,2
48313,Citrus Heights,CA,Oval,2014-02-13,23:30,Quinta-feira,13,2
48314,West Kendall,FL,Circle,2014-02-13,22:15,Quinta-feira,13,2
48315,Butte,MT,Light,2014-02-13,21:38,Quinta-feira,13,2
48316,Butte,MT,Light,2014-02-13,21:38,Quinta-feira,13,2
48317,Monroe,WA,Light,2014-02-13,21:00,Quinta-feira,13,2
48318,Mercey Hot Springs/Firebaugh,CA,Light,2014-02-13,19:25,Quinta-feira,13,2
48319,Parker,AZ,Light,2014-02-13,19:07,Quinta-feira,13,2
48320,Miami,FL,Light,2014-02-13,18:59,Quinta-feira,13,2
48321,Long Point,IL,Light,2014-02-13,18:00,Quinta-feira,13,2
48322,Franklin,TN,Fireball,2014-02-13,18:00,Quinta-feira,13,2
48323,Murfeesboro,TN,Oval,2014-02-13,14:50,Quinta-feira,13,2
48324,Colorado Springs,CO,Sphere,2014-02-13,12:00,Quinta-feira,13,2
48326,Coral Springs,FL,Oval,2014-02-13,06:05,Quinta-feira,13,2
48327,Salem,OR,Circle,2014-02-13,05:45,Quinta-feira,13,2
48328,Chapmansboro,TN,Other,2014-02-13,05:30,Quinta-feira,13,2
48329,Salinas,CA,Changing,2014-02-13,05:00,Quinta-feira,13,2
48330,Sharon,PA,Unknown,2014-02-12,23:00,Quarta-feira,12,2
48331,Missoula,MT,Fireball,2014-02-12,20:40,Quarta-feira,12,2
48332,Thetford Center,VT,Other,2014-02-12,19:00,Quarta-feira,12,2
48333,Fairborn,OH,Other,2014-02-12,17:00,Quarta-feira,12,2
48335,Cedar City,UT,Sphere,2014-02-11,23:45,Terça-feira,11,2
48336,Nineveh,IN,Triangle,2014-02-11,23:15,Terça-feira,11,2
48337,Trimble,MO,Disk,2014-02-11,22:48,Terça-feira,11,2
48339,Plano,TX,Light,2014-02-11,22:10,Terça-feira,11,2
48340,Mukwonago,WI,Sphere,2014-02-11,21:08,Terça-feira,11,2
48341,New Port Richey,FL,Unknown,2014-02-11,20:30,Terça-feira,11,2
48343,Ammon,ID,Triangle,2014-02-11,20:17,Terça-feira,11,2
48345,St. Louis,MO,Cigar,2014-02-11,19:12,Terça-feira,11,2
48346,Afton,MO,Sphere,2014-02-11,19:03,Terça-feira,11,2
48347,Jacksonville,FL,Other,2014-02-11,19:00,Terça-feira,11,2
48348,Sacramento,CA,Light,2014-02-11,18:55,Terça-feira,11,2
48350,Deming,NM,Changing,2014-02-11,14:00,Terça-feira,11,2
48352,Biddeford,ME,Circle,2014-02-11,03:45,Terça-feira,11,2
48353,Enterprise,UT,Oval,2014-02-10,23:37,Segunda-feira,10,2
48354,Las Vegas (north of),NV,Sphere,2014-02-10,23:00,Segunda-feira,10,2
48355,Allenton,WI,Sphere,2014-02-10,23:00,Segunda-feira,10,2
48356,Las Vegas,NV,Fireball,2014-02-10,22:30,Segunda-feira,10,2
48357,Albuquerque,NM,Light,2014-02-10,22:30,Segunda-feira,10,2
48359,North Tewksbury,MA,Unknown,2014-02-10,21:00,Segunda-feira,10,2
48360,Elmhurst,IL,Fireball,2014-02-10,21:00,Segunda-feira,10,2
48361,Oakville,CT,Triangle,2014-02-10,20:35,Segunda-feira,10,2
48362,Wilmington,NC,Triangle,2014-02-10,20:30,Segunda-feira,10,2
48365,Geneva Hills,OH,Cigar,2014-02-10,14:38,Segunda-feira,10,2
48366,Murrells Inlet,SC,Other,2014-02-10,10:10,Segunda-feira,10,2
48367,Piñon Hills,CA,Flash,2014-02-10,09:00,Segunda-feira,10,2
48368,Franklin,WI,Rectangle,2014-02-10,05:00,Segunda-feira,10,2
48369,Lahaina,HI,Light,2014-02-09,21:35,Domingo,9,2
48370,Maricopa,AZ,Oval,2014-02-09,20:32,Domingo,9,2
48371,Mandeville,LA,Light,2014-02-09,20:15,Domingo,9,2
48372,St. Anthony,MN,Circle,2014-02-09,20:00,Domingo,9,2
48373,Newnan,GA,Circle,2014-02-09,19:45,Domingo,9,2
48374,Clinton,IA,Circle,2014-02-09,19:37,Domingo,9,2
48375,Rockville,MD,Fireball,2014-02-09,18:00,Domingo,9,2
48376,Vineland,NJ,Light,2014-02-09,12:00,Domingo,9,2
48378,Jacksonville,FL,Fireball,2014-02-09,02:00,Domingo,9,2
48380,Coral Springs,FL,Oval,2014-02-08,23:30,Sábado,8,2
48381,Scappoose,OR,Light,2014-02-08,23:00,Sábado,8,2
48382,New York City (Queens),NY,Circle,2014-02-08,22:30,Sábado,8,2
48384,Leesburg,VA,Light,2014-02-08,21:35,Sábado,8,2
48386,Nashville,TN,Fireball,2014-02-08,20:30,Sábado,8,2
48387,Glendale,AZ,Light,2014-02-08,20:00,Sábado,8,2
48388,Eastpointe,MI,Light,2014-02-08,20:00,Sábado,8,2
48390,"Allouez (near Greene Isle Park entrance, Facing Bellevue st)",WI,Formation,2014-02-08,19:50,Sábado,8,2
48391,Davie,FL,Light,2014-02-08,19:50,Sábado,8,2
48393,Boulder City,NV,Cigar,2014-02-08,19:00,Sábado,8,2
48394,Oildale,CA,Circle,2014-02-08,18:45,Sábado,8,2
48395,New York City (Brooklyn),NY,Sphere,2014-02-08,18:10,Sábado,8,2
48396,Chesapeake,VA,Light,2014-02-08,18:00,Sábado,8,2
48397,Tucson,AZ,Other,2014-02-08,13:15,Sábado,8,2
48398,Haiku,HI,Light,2014-02-08,08:12,Sábado,8,2
48399,Williston,VT,Circle,2014-02-08,06:00,Sábado,8,2
48400,Manchester,NH,Light,2014-02-08,06:00,Sábado,8,2
48401,Eustis,FL,Other,2014-02-08,03:00,Sábado,8,2
48402,Arlington,WI,Triangle,2014-02-08,03:00,Sábado,8,2
48403,Hockley,TX,Sphere,2014-02-08,01:00,Sábado,8,2
48404,Louisville,OH,Triangle,2014-02-08,01:00,Sábado,8,2
48405,Oxnard,CA,Other,2014-02-07,00:00,Sexta-feira,7,2
48406,Woodland Hills,CA,Triangle,2014-02-07,23:40,Sexta-feira,7,2
48407,Westminster,MD,Light,2014-02-07,22:40,Sexta-feira,7,2
48409,Gilbert,AZ,Other,2014-02-07,21:00,Sexta-feira,7,2
48410,Apex,NC,Light,2014-02-07,21:00,Sexta-feira,7,2
48411,Pasadena,MD,Unknown,2014-02-07,20:55,Sexta-feira,7,2
48412,Rochester,NY,Light,2014-02-07,20:55,Sexta-feira,7,2
48413,Garden Grove,CA,Unknown,2014-02-07,20:54,Sexta-feira,7,2
48414,Salt Lake City,UT,Fireball,2014-02-07,20:50,Sexta-feira,7,2
48415,Madison Lake,MN,Light,2014-02-07,19:50,Sexta-feira,7,2
48416,Houma,LA,Circle,2014-02-07,19:00,Sexta-feira,7,2
48417,Harriman,NY,Fireball,2014-02-07,18:30,Sexta-feira,7,2
48419,Upland,CA,Circle,2014-02-07,18:15,Sexta-feira,7,2
48420,Tonasket,WA,Cigar,2014-02-07,18:06,Sexta-feira,7,2
48421,Bozeman,MT,Circle,2014-02-07,18:00,Sexta-feira,7,2
48422,Hamilton,MT,Oval,2014-02-07,17:30,Sexta-feira,7,2
48423,Veradale,WA,Triangle,2014-02-07,17:18,Sexta-feira,7,2
48424,Pie Town,NM,Disk,2014-02-07,11:32,Sexta-feira,7,2
48425,Isla Vista,CA,Light,2014-02-07,05:18,Sexta-feira,7,2
48426,Henderson,NV,Oval,2014-02-07,04:10,Sexta-feira,7,2
48427,Ridgecrest,CA,Unknown,2014-02-07,03:50,Sexta-feira,7,2
48428,Laconia,NH,Light,2014-02-07,01:40,Sexta-feira,7,2
48430,Ravenna,OH,Light,2014-02-07,00:00,Sexta-feira,7,2
48431,New York City (Queens),NY,Circle,2014-02-06,21:00,Quinta-feira,6,2
48432,Idaho Falls,ID,Circle,2014-02-06,18:43,Quinta-feira,6,2
48433,Las Vegas,NV,Circle,2014-02-06,18:30,Quinta-feira,6,2
48434,Hope Mills,NC,Disk,2014-02-06,18:10,Quinta-feira,6,2
48435,Clarksburg,MD,Light,2014-02-06,17:45,Quinta-feira,6,2
48436,New Paltz,NY,Changing,2014-02-06,17:17,Quinta-feira,6,2
48437,Borrego Springs,CA,Other,2014-02-06,16:39,Quinta-feira,6,2
48439,Portland,OR,Light,2014-02-06,13:45,Quinta-feira,6,2
48441,Las Vegas,NV,Formation,2014-02-06,05:54,Quinta-feira,6,2
48442,Strafford,NH,Oval,2014-02-06,03:45,Quinta-feira,6,2
48444,Wahiawa,HI,Circle,2014-02-05,21:12,Quarta-feira,5,2
48445,Deerfield Beach,FL,Light,2014-02-05,21:00,Quarta-feira,5,2
48446,Moreno Valley,CA,Light,2014-02-05,21:00,Quarta-feira,5,2
48447,Hershey,PA,Light,2014-02-05,21:00,Quarta-feira,5,2
