,City,Shape,Quantidade
43370,Dana Point,Formation,15.0
43378,Fresno,Light,96.0
43380,Hollister,Triangle,22.0
43382,Pleasant Hill,Other,5.0
43409,Huntington Beach,Fireball,63.0
43449,Los Angeles,Fireball,249.0
43455,Fairfirld,Disk,1.0
43457,Santa Barbara,Changing,54.0
43473,San Rafael,Other,24.0
43476,Lancaster,Flash,28.0
43490,Temecula,Circle,47.0
43495,Ontario,Disk,11.0
43499,La Mesa,Flash,19.0
43511,San Gabriel,Fireball,7.0
43517,San Marcos,Light,13.0
43538,San Diego (Pacific Beach),Circle,1.0
43542,Bakersfield,Triangle,63.0
43544,Ceres,Triangle,5.0
43568,Santa Clara,Circle,17.0
43581,Mission Viejo,Circle,24.0
43618,Bakersfield,Light,63.0
43637,Tahoe City,,4.0
43641,Corte Madera,Light,6.0
43651,Lakewood,Light,15.0
43665,San Diego,Formation,269.0
43668,San Diego (north of),Circle,1.0
43679,Hanford,Sphere,7.0
43681,Lincoln,Triangle,16.0
43685,Salinas (~1 hour past; on Hwy 101),Cylinder,1.0
43693,Yucaipa,Circle,14.0
43704,Folsom,Chevron,17.0
43715,San Jose,Other,159.0
43768,Sacramento,Oval,175.0
43801,Merced,Circle,19.0
43803,Merced,Circle,19.0
43810,Los Angeles,Circle,249.0
43819,San Diego,Circle,269.0
43839,Tustin,Disk,12.0
43870,Redondo Beach,Oval,25.0
43873,Desert Center,Unknown,7.0
43882,Lassen National Forest,Unknown,1.0
43891,Rancho Cucamonga,Rectangle,32.0
43906,Lawndale,Egg,4.0
43909,Los Angeles,Sphere,249.0
43916,Turlock,Light,21.0
43944,Santa Barbara,Light,54.0
43949,Clovis,Light,29.0
43974,San Jose,Fireball,159.0
43975,Monrovia,Light,8.0
43976,Fresno,Light,96.0
43983,Cayucos,Fireball,5.0
43988,San Diego,Other,269.0
44002,Panoche (near; on I-5),Cone,1.0
44019,Sacramento,Fireball,175.0
44046,Hesperia,Triangle,13.0
44049,San Francisco,Sphere,122.0
44051,Cathedral City,Unknown,15.0
44085,San Diego,Fireball,269.0
44086,San Clemente,Unknown,24.0
44129,Sant Monica,Circle,1.0
44144,Moreno Valley,Light,25.0
44158,Whittier,Light,28.0
44159,Northridge,Fireball,8.0
44162,Los Angeles,Light,249.0
44163,Palm Springs,Flash,36.0
44173,Lawndale,Fireball,4.0
44202,Turlock,Light,21.0
44210,Chicago Park,Flash,1.0
44212,Alameda,Unknown,11.0
44213,Turlock,Chevron,21.0
44237,Newport Beach,Triangle,27.0
44246,Marin/San Rafael,Disk,1.0
44297,Prunedale,Fireball,3.0
44306,Carmichael,Formation,12.0
44311,Healdsburg,Unknown,7.0
44318,Sacramento,Sphere,175.0
44319,Sacramento,Formation,175.0
44348,Tulare,Light,5.0
44454,Clearlake Oaks,Diamond,1.0
44462,Riverside,Circle,67.0
44476,San Diego,Unknown,269.0
44478,Burbank,Changing,48.0
44480,Windsor,Light,9.0
44510,East Los Angeles,Circle,5.0
44550,Morro Bay,Fireball,3.0
44577,Dana Point,Fireball,15.0
44585,Santa Barbara,Triangle,54.0
44586,Pacoima,Circle,4.0
44587,Sebastopol,Changing,11.0
44598,Moreno Valley,Light,25.0
44600,Capitola,Fireball,9.0
44611,San Miguel,Triangle,1.0
44618,Cupertino,Unknown,5.0
44631,St. Helena,Flash,1.0
44632,Pine Mountain Club,Unknown,2.0
44637,Hemet,Light,27.0
44644,Napa,Other,27.0
44660,San Diego,Light,269.0
44671,Lincoln,Flash,16.0
44679,Fresno,Sphere,96.0
44683,Petaluma,Circle,22.0
44694,Petaluma,Circle,22.0
44703,San Diego/Pacific Beach,Fireball,1.0
44724,Hemet,Unknown,27.0
44747,Sacramento,Changing,175.0
44749,Los Banos,Triangle,18.0
44750,Whittier,Circle,28.0
44755,Susanville,Cigar,8.0
44760,Campbell,Fireball,16.0
44765,San Diego,Light,269.0
44770,Malibu,Diamond,14.0
44772,Santa Ana,Light,35.0
44779,Fresno,Oval,96.0
44786,Palm Desert,Oval,26.0
44790,Laguna Beach,Light,15.0
44793,Redding,Circle,45.0
44828,Costa Mesa,Oval,19.0
44843,Santa Barbara (north of),Triangle,1.0
44872,Los Angeles,Light,249.0
44874,Santa Cruz,Cigar,35.0
44877,Torrance,Diamond,33.0
44882,San Diego,Light,269.0
44886,Modesto,Flash,67.0
44887,Palo Alto,Disk,11.0
44904,San Diego,Fireball,269.0
44907,San Clemente,Light,24.0
44913,Sacramento,Light,175.0
44916,Santa Cruz,Circle,35.0
44920,Milford,Disk,2.0
44940,Pasadena,Light,24.0
44982,Calabasas,Other,5.0
44990,Thousand Oaks,Cigar,22.0
44992,Los Angeles,Rectangle,249.0
44999,Playa Del Rey,Flash,3.0
45018,Beverly Hills,Circle,5.0
45031,Rosamond,Formation,13.0
45044,Cedarville,Light,3.0
45056,Pasadena,Fireball,24.0
45070,Cedarville,Light,3.0
45071,Mercey Hot Springs/Firebaugh,Light,4.0
45083,Kerman,Unknown,3.0
45095,San Rafael,Formation,24.0
45096,Auburn,Unknown,14.0
45138,Stockton,Light,34.0
45169,Palm Desert,Light,26.0
45190,Los Angeles,Disk,249.0
45220,Pinecrest/Sonora,Unknown,1.0
45221,Antelope,Cylinder,10.0
45227,Vista,Oval,21.0
45239,San Jose,Other,159.0
45240,Lakeside,Circle,17.0
45251,Sacramento,Circle,175.0
45262,Sacramento,Light,175.0
45265,Reseda,Sphere,11.0
45278,Beale AFB,Sphere,2.0
45280,Fremont,Other,27.0
45285,Point Arena,Triangle,2.0
45293,Oakland,Light,49.0
45336,Orangevale,Formation,9.0
45337,Orangevale,Fireball,9.0
45378,Orangevale (Sacramento),Sphere,1.0
45401,Winterhaven,Light,1.0
45481,Redondo Beach,Oval,25.0
45492,Old Station,Triangle,2.0
45514,Los Angeles,Oval,249.0
45515,Torrance,Sphere,33.0
45533,Aptos,Disk,6.0
45534,Encinitas,Circle,16.0
45591,Fowler,Rectangle,2.0
45598,Diamond Springs,Circle,2.0
45612,Fresno,Oval,96.0
45634,La Habra,Circle,9.0
45638,San Francisco,Sphere,122.0
45658,Cobb Mountain,Fireball,1.0
45661,Bakersfield,Circle,63.0
45693,Oakley,Fireball,16.0
45694,Oakley,Fireball,16.0
45707,Carmichael,Oval,12.0
45735,Tustin,Disk,12.0
45761,Gilroy,Light,12.0
45777,Azusa,Circle,11.0
45806,Hollister,Circle,22.0
45817,Irvine,Cigar,53.0
45821,Corona,Light,53.0
45822,San Clemente,Light,24.0
45861,Monrovia,Light,8.0
45867,Bakersfield,Triangle,63.0
45869,San Jose,Other,159.0
45870,Antioch,Circle,38.0
45888,Pinole,Light,3.0
45892,Santa Paula,,6.0
45917,San Diego,Light,269.0
45935,Poway,Light,6.0
45937,Santa Barbara,Light,54.0
45950,Hollister,Triangle,22.0
45974,Fresno,Light,96.0
45985,Laguna Niguel,Rectangle,17.0
45990,San Diego,Fireball,269.0
46061,Rancho Santa Margarita,Light,10.0
46066,Santa Rosa,Sphere,67.0
46078,Yuba City,Sphere,10.0
46081,Los Angeles,Fireball,249.0
46088,Lincoln,Sphere,16.0
46091,Marina Del Rey,Cross,7.0
46109,Spring Valley,Sphere,13.0
46122,Oxnard,Diamond,40.0
46127,Porterville,Circle,20.0
46130,Burbank,Other,48.0
46133,Roseville,Circle,38.0
46150,Sacramento,Light,175.0
46154,Long Beach,Disk,91.0
46222,Olivehurst,Fireball,4.0
46260,Santa Monica,Cylinder,22.0
46270,Antioch,Light,38.0
46287,La Conchita,Other,2.0
46288,La Conchita,Other,2.0
46302,Santa Barbara,Flash,54.0
46307,Desert Center,Light,7.0
46308,San Diego County,Fireball,1.0
46310,San Pedro,Flash,20.0
46314,Bonsall,Formation,3.0
46316,Los Angeles,Disk,249.0
46317,Whittier,Light,28.0
46326,Marina Del Ray,Oval,1.0
46329,Vallejo,Triangle,18.0
46343,San Francisco (on Bay Bridge),Flash,1.0
46356,Clearlake,Triangle,4.0
46357,Escondido,Unknown,55.0
46363,Napa,Circle,27.0
46365,West Oakland,Changing,1.0
46407,Manteca,Unknown,15.0
46408,Port of Long Beach,Circle,1.0
46411,Discovery Bay,Oval,5.0
46412,West Hills,Light,5.0
46417,Port Hueneme,Light,5.0
46423,Santa Rosa,Triangle,67.0
46455,Lake Elsinore,Other,23.0
46456,Pismo,Egg,4.0
46458,Lake Elsinore,Sphere,23.0
46472,Roseville,Other,38.0
46482,San Francisco,Light,122.0
46486,San Francisco,Sphere,122.0
46492,Stockton,Formation,34.0
46508,South El Monte,Sphere,2.0
46523,Santa Barbara,Light,54.0
46524,Eastvale,Formation,9.0
46527,Hesperia,Light,13.0
46531,Palm Desert,Diamond,26.0
46540,La Jolla,Light,15.0
46549,Fallbrook,Circle,11.0
46553,Auburn,Circle,14.0
46554,Pleasanton,Unknown,15.0
46556,Santa Cruz,Fireball,35.0
46558,San Diego,Chevron,269.0
46562,Pacifica,Light,8.0
46563,Sebastopol,Light,11.0
46568,In-flight (Danver to Los Angeles),Light,1.0
46581,Los Angeles/Silver Lake,Fireball,1.0
46584,San Diego,Fireball,269.0
46586,San Diego,Circle,269.0
46588,San Diego,Fireball,269.0
46621,Monterey Bay area,Triangle,1.0
46625,Los Gatos,Flash,5.0
46626,Maywood,Formation,6.0
46629,Studio City,Circle,9.0
46631,Modesto,Sphere,67.0
46643,Moreno Valley,Light,25.0
46649,Anaheim Hills/Yorba Linda/Imperial Blvd close to 91 freeway,Unknown,1.0
46653,Santa Rosa,Formation,67.0
46657,Fallbrook,Light,11.0
46659,Salinas,Light,23.0
46665,Vista,Triangle,21.0
46677,Compton,Fireball,6.0
46684,Los Angeles,Cigar,249.0
46697,Borrego Springs (near),Sphere,1.0
46702,Sacramento,Triangle,175.0
46707,Santa Cruz/Pescadero,Fireball,1.0
46713,Huntington Beach,Light,63.0
46715,Sacramento,Fireball,175.0
46721,Yountville,Triangle,4.0
46726,Hayward,Light,26.0
46735,Calabasas,Circle,5.0
46737,San Jose,Light,159.0
46748,Los Angeles,Unknown,249.0
46750,San Diego,Circle,269.0
46752,Culver City,Other,11.0
46761,Garden Grove,Teardrop,29.0
46778,Upland California,Cross,2.0
46779,Upland California,Cross,2.0
46797,Saratoga,Sphere,3.0
46803,Laguna Woods,Circle,5.0
46806,Oceanside,Fireball,32.0
46811,Watsonville,Chevron,9.0
46827,Orange,Circle,30.0
46831,San Jose (??),Light,1.0
46849,Oakland,Triangle,49.0
46850,San Rafael,Light,24.0
46856,Richmond,Triangle,12.0
46858,Burbank,Light,48.0
46881,Santa Paula,Light,6.0
46882,San Anselmo,Circle,10.0
46886,Stockton,Light,34.0
46898,Santa Rosa,Light,67.0
46907,Lancaster,Cylinder,28.0
46908,San Jacinto,Formation,15.0
46918,San Jose,Light,159.0
46930,San Juan Capistrano,Sphere,8.0
46947,Sacramento,Changing,175.0
46954,Escondido,Sphere,55.0
46955,Rosamond,Light,13.0
46956,Sacramento,Unknown,175.0
46960,Ojai,Cylinder,9.0
46971,Santa Maria/Orcutt,Fireball,1.0
46977,Ontario,Fireball,11.0
46989,San Francisco,Diamond,122.0
47004,Daly City,Light,10.0
47019,Firebaugh,Circle,3.0
47020,Escondido,Light,55.0
47024,Canyon Lake,Circle,7.0
47026,Garden Grove,Light,29.0
47036,San Jose,Formation,159.0
47046,Covina,Oval,20.0
47058,Brea,Other,7.0
47085,Redondo Beach,Changing,25.0
47090,Fremont,Light,27.0
47102,Wildomar,Circle,9.0
47114,Napa,Light,27.0
47116,Yuba City,Circle,10.0
47118,Garden Grove,Light,29.0
47124,Oroville,Formation,12.0
47127,Vacaville,Sphere,24.0
47139,Laguna Beach,Circle,15.0
47144,Daly City,,10.0
47148,La Jolla,Other,15.0
47157,Solana Beach,Light,3.0
47169,Pomona,Sphere,27.0
47178,Simi Valley,Sphere,34.0
47226,Los Angeles,Fireball,249.0
47228,Thousand Oaks,Changing,22.0
47230,Antioch,Circle,38.0
47231,La Mesa,Sphere,19.0
47235,Oakley,Chevron,16.0
47247,Sherman Oaks,Light,22.0
47253,Signal Hill,,2.0
47292,Orange,Diamond,30.0
47310,Santa Clarita,Circle,17.0
47324,Elk Grove,Flash,33.0
47327,Sultana,Circle,1.0
47337,Hayward,Oval,26.0
47348,Rancho Palos Verdes,Light,6.0
47349,Alameda,Diamond,11.0
47357,San Clemente,Circle,24.0
47376,Hollister,Sphere,22.0
47380,Irvine,Triangle,53.0
47386,Santa Cruz,Light,35.0
47390,Desert Hot Springs,Diamond,11.0
47413,Campbell,Other,16.0
47438,Arbuckle,Sphere,3.0
47444,Walnut Creek/Concord,Unknown,1.0
47447,Eureka,Light,19.0
47452,Los Angeles,Other,249.0
47457,Marysville,Circle,9.0
47466,Vacaville,Light,24.0
47471,Oakley,Disk,16.0
47473,Mariposa,Circle,5.0
47478,Thousand Oaks,Light,22.0
47483,Sacramento,Triangle,175.0
47500,El Cajon,Other,49.0
47509,Walnut,Circle,3.0
47511,Redwood Valley,Changing,3.0
47517,Carlsbad,Circle,39.0
47523,Pleasanton,Fireball,15.0
47533,Westminster,Light,15.0
47548,Willits,Fireball,6.0
47554,Tujunga,Sphere,6.0
47565,Santa Ana,Light,35.0
47574,Desert Center,Sphere,7.0
47585,Menifee,Sphere,20.0
47614,Campbell,Fireball,16.0
47623,Dana Point,Sphere,15.0
47627,El Dorado Hills,Light,5.0
47661,Carson,Sphere,6.0
47702,Palo Alto,Formation,11.0
47705,Sun Valley,Light,6.0
47710,Palmdale,Fireball,34.0
47720,Napa,Circle,27.0
47724,Newport Beach,Fireball,27.0
47725,Mercey Hot Springs/Firebaugh,Light,4.0
47731,Placentia,Rectangle,9.0
47736,Placentia,Rectangle,9.0
47740,Huntington Beach,,63.0
47743,San Pedro,Sphere,20.0
47748,Dumont Dune National Park,Other,1.0
47749,Los Angeles,Other,249.0
47754,Encinitas,Changing,16.0
47755,Alta Loma,Circle,3.0
47769,San Rafael,Formation,24.0
47783,San Francisco,Changing,122.0
47784,San Rafael,Formation,24.0
47785,San Rafael,Light,24.0
47787,Morgan Hill,Light,11.0
47790,San Diego,Light,269.0
47801,Santa Rosa,,67.0
47804,Corona,Other,53.0
47806,Lodi,Rectangle,15.0
47807,Pleasanton,Oval,15.0
47821,Long Beach,Light,91.0
47835,Auburn,Formation,14.0
47836,Moreno Valley,Fireball,25.0
47842,Marina del Rey,Light,7.0
47848,Huntington Beach,Light,63.0
47851,Morgan Hill,Cigar,11.0
47857,Berkeley,Light,23.0
47869,Riverside,Sphere,67.0
47872,Tarzana,Light,6.0
47890,San Diego,Unknown,269.0
47893,Gilroy,Formation,12.0
47894,Mentone,Formation,1.0
47896,Placentia,Rectangle,9.0
47898,La Mesa,Formation,19.0
47900,Lake Elsinore,Fireball,23.0
47913,Reseda,Circle,11.0
47916,Eastvale,Fireball,9.0
47921,Temecula,Light,47.0
47922,South El Monte,Sphere,2.0
47925,Santa Clara,Sphere,17.0
47932,Burbank,Sphere,48.0
47934,Corona,Circle,53.0
47938,Patterson,Sphere,9.0
47940,Modesto,Circle,67.0
47943,Livermore,Light,18.0
47951,Rohnert Park,Sphere,20.0
47962,Moreno Valley,Light,25.0
47970,Bakersfield,Light,63.0
47971,Sacramento,Unknown,175.0
47973,Milpitas,Light,9.0
48022,El Cajon,Unknown,49.0
48023,Fresno,Light,96.0
48026,El Cajon,Unknown,49.0
48037,Milpitas,Unknown,9.0
48042,Firebaugh (near),Formation,1.0
48056,San Jose,Light,159.0
48058,Blythe,Triangle,6.0
48059,Fresno,Unknown,96.0
48062,Sacramento,Circle,175.0
48067,Los Angeles,Circle,249.0
48069,Balboa Island,Circle,1.0
48070,Antelope,Circle,10.0
48071,Temple City,Diamond,2.0
48083,Victorville,Light,15.0
48090,San Diego,Other,269.0
48093,Newport Beach,Circle,27.0
48110,Stockton,Light,34.0
48111,Chico,Light,28.0
48113,Stockton,Circle,34.0
48120,Sacramento (east),Light,1.0
48123,Fresno,Unknown,96.0
48132,Oakland,Unknown,49.0
48140,Thousand Oaks,Formation,22.0
48144,Eastvale,Fireball,9.0
48152,Monrovia,Unknown,8.0
48156,Fresno,Sphere,96.0
48164,Cornell,Changing,1.0
48167,Venice,Circle,19.0
48168,Porterville,Disk,20.0
48170,Tehama,Chevron,1.0
48181,Riverbank,Light,7.0
48188,Bakersfield,Triangle,63.0
48192,Monterey Bay,Fireball,1.0
48208,Fallbrook,Circle,11.0
48224,Danville,,5.0
48237,Fresno,Unknown,96.0
48242,Atwater,Other,9.0
48246,Pismo,Egg,4.0
48249,Cambria,Circle,4.0
48250,Elk Grove,Sphere,33.0
48253,Stockton,Circle,34.0
48257,Sacramento,Cigar,175.0
48271,Rancho Cucamonga,Cylinder,32.0
48277,City of Industry,Unknown,2.0
48278,Santa Ana,Egg,35.0
48283,Newport Beach,Fireball,27.0
48286,San Francisco,Light,122.0
48288,Santa Cruz,Unknown,35.0
48291,Yuba City,Light,10.0
48293,Ridgecrest,Unknown,24.0
48294,Rio Linda,Circle,3.0
48313,Citrus Heights,Oval,17.0
48318,Mercey Hot Springs/Firebaugh,Light,4.0
48329,Salinas,Changing,23.0
48348,Sacramento,Light,175.0
48367,Piñon Hills,Flash,1.0
48394,Oildale,Circle,1.0
48405,Oxnard,Other,40.0
48406,Woodland Hills,Triangle,15.0
48413,Garden Grove,Unknown,29.0
48419,Upland,Circle,17.0
48425,Isla Vista,Light,3.0
48427,Ridgecrest,Unknown,24.0
48437,Borrego Springs,Other,5.0
48446,Moreno Valley,Light,25.0
48473,San Jose,Triangle,159.0
48476,Paramount,Fireball,8.0
48479,Brentwood,Disk,9.0
48484,Fairfield,Other,31.0
48495,Highland,Light,8.0
48497,Huntington Beach,Light,63.0
48517,Covina,Light,20.0
48530,Fresno,Other,96.0
48531,Sacramento,Formation,175.0
48548,Topanga Beach,Sphere,1.0
48566,San Clemente,Sphere,24.0
48577,Santa Rosa,Light,67.0
48578,EL Cajon,Oval,1.0
48597,El Cajon,Disk,49.0
48598,Fresno,Oval,96.0
48600,Benicia,Light,10.0
48613,Monterey,Circle,24.0
48615,Los Angeles,Circle,249.0
48644,Redding,Unknown,45.0
48675,Lancaster,Triangle,28.0
48684,Kerman,Formation,3.0
48686,Lawndale,Flash,4.0
48687,Fullerton,Rectangle,25.0
48693,Antelope,Other,10.0
48702,Reseda,Disk,11.0
48711,Windsor,Flash,9.0
48715,Bakersfield,Egg,63.0
48716,Folsom,Light,17.0
48722,Menifee,Rectangle,20.0
48724,La Mesa,Circle,19.0
48749,Atwater,Sphere,9.0
48751,Fullerton,Unknown,25.0
48769,Oroville,Light,12.0
48770,Arroyo Grande,Light,7.0
48785,Fair Oaks,Unknown,8.0
48796,Wildomar,Unknown,9.0
48820,Fresno,Fireball,96.0
48834,Orangevale,Light,9.0
48835,Orangevale,Light,9.0
48840,Fullerton,Unknown,25.0
48843,Fontana,Fireball,23.0
48854,Garden Grove,Diamond,29.0
48855,Concord,Circle,14.0
48856,Pinion Hills,Unknown,2.0
48861,Hollister,Light,22.0
48871,Elverta,Circle,2.0
48874,Anaheim,Sphere,60.0
48880,Sonoma,Unknown,23.0
48890,Corona,Circle,53.0
48894,Garden Grove,Diamond,29.0
48932,Coto de Caza,Flash,2.0
48933,Toluca Lake,Other,2.0
48951,Pomona,Teardrop,27.0
48953,San Bernardino,Light,39.0
48954,Redlands,Disk,20.0
48956,Carson,Sphere,6.0
48957,Pilot hill,Unknown,1.0
48970,Vista,Light,21.0
48972,Simi Valley,Circle,34.0
48987,Walnut Creek,Light,9.0
48992,Turlock,Fireball,21.0
49003,Modesto,Triangle,67.0
49008,Turlock,Triangle,21.0
49009,Turlock,Triangle,21.0
49010,Napa,Unknown,27.0
49013,Laytonville,Fireball,2.0
49021,Temecula,Circle,47.0
49033,Modesto,Light,67.0
49046,Mira Loma,Triangle,4.0
49056,Sacramento,Circle,175.0
49068,San Marcos,Fireball,13.0
49072,Venice,Triangle,19.0
49077,Chino Hills,Rectangle,9.0
49082,Ontario,Triangle,11.0
49092,Stanford,Circle,2.0
49096,Crescent City,Teardrop,6.0
49115,Sonoma,Light,23.0
49119,Chatsworth,Circle,8.0
49128,Chatsworth,Unknown,8.0
49130,Chatsworth,Chevron,8.0
49136,Azuza,Circle,1.0
49154,Santa Cruz,Other,35.0
49156,Whittier,Fireball,28.0
49166,Rialto,Light,13.0
49175,Oxnard,Light,40.0
49177,Canyon Country,Oval,7.0
49187,Walnut,Light,3.0
49188,San Diego,Light,269.0
49191,Huntington Beach,Fireball,63.0
49208,Mojave,,9.0
49211,Lincoln,Sphere,16.0
49226,La Mesa,Circle,19.0
49227,Fallbrook,Fireball,11.0
49245,Escondido,Formation,55.0
49247,Vacaville,Light,24.0
49261,Indio,Fireball,24.0
49271,San Anselmo,Changing,10.0
49282,Apple Valley,Circle,16.0
49288,Manhatten Beach,Cigar,1.0
49317,Llano,,1.0
49328,Chico,Disk,28.0
49329,Chico,Disk,28.0
49330,Chico,Light,28.0
49338,San Jose,Fireball,159.0
49369,Seal Beach,Unknown,10.0
49383,Arizona/California border,Light,1.0
49387,Malibu,Circle,14.0
49404,San Fernando Valley,Sphere,7.0
49409,El Cajon,Unknown,49.0
49413,El Cajon,Light,49.0
49415,Los Angeles,Light,249.0
49416,Glendora,Cylinder,10.0
49419,Banning,Cylinder,3.0
49432,West Hollywood,Light,4.0
49435,South Lake Tahoe,,10.0
49439,Salinas,Changing,23.0
49445,Merced,Light,19.0
49448,Encinitas,Sphere,16.0
49470,Lenwood,Other,1.0
49479,Simi Valley,Light,34.0
49482,Riverbank,Unknown,7.0
49488,Thousand Oaks,Circle,22.0
49501,Campbell,Oval,16.0
49505,Willits,Circle,6.0
49508,West Los Angeles,Other,7.0
49521,Clovis,Oval,29.0
49523,Pilot Hill,Flash,1.0
49525,San Rafael,Triangle,24.0
49526,Turlock,Triangle,21.0
49528,Palm Desert,Sphere,26.0
49530,Escondido,Rectangle,55.0
49534,Santa Rosa,Sphere,67.0
49539,Santa Rosa,Sphere,67.0
49553,San Jose,Fireball,159.0
49557,Orange,Unknown,30.0
49566,Santee,Light,10.0
49583,Fillmore,Oval,4.0
49593,Bonsall,Triangle,3.0
49598,San Jacinto,Light,15.0
49601,Pleasanton,Sphere,15.0
49640,Fresno,Fireball,96.0
49661,Encinitas,Light,16.0
49662,La Crescenta,Cylinder,5.0
49663,Napa,Cylinder,27.0
49666,Eureka,Light,19.0
49670,Temecula,Formation,47.0
49678,Riverside,Disk,67.0
49680,San Diego,Other,269.0
49702,Palm Desert,Disk,26.0
49707,Lakeside,Circle,17.0
49755,San Mateo,Light,11.0
49781,Fresno,Disk,96.0
49788,San Jose,Light,159.0
49797,San Pedro,Light,20.0
49801,Calistoga,Unknown,3.0
49804,Shasta City,Disk,1.0
49815,La Puente,Unknown,13.0
49825,Laguna Woods,Other,5.0
49831,Fremont,Sphere,27.0
49832,Grass Valley,Circle,19.0
49835,Grass Valley,Circle,19.0
49836,Cool,Circle,1.0
49845,Antelope,Unknown,10.0
49848,San Clemente,Sphere,24.0
49876,San Francisco,Sphere,122.0
49877,South Lake Tahoe,Light,10.0
49881,Salinas,Sphere,23.0
49882,Kings Beach,Circle,2.0
49883,Ocean Cove,Formation,1.0
49891,San Bernardino,Light,39.0
49916,Crescent Mills,Sphere,1.0
49948,Clovis,Triangle,29.0
49949,Mammoth Lakes,Light,3.0
49950,Coalinga,Triangle,9.0
49960,Phelan,Fireball,6.0
49969,Fresno,Light,96.0
50008,Santa Paula,Diamond,6.0
50019,Stockton,Oval,34.0
50023,Westwood,Light,4.0
50029,Salton Sea Beach,Light,1.0
50032,Trinidad,Diamond,5.0
50057,Los Angeles,Circle,249.0
50084,Merced,Flash,19.0
50088,San Fernando,Circle,7.0
50091,San Diego/Tijuana,Fireball,1.0
50115,Sacramento,Unknown,175.0
50124,San Jose,Diamond,159.0
50125,San Diego,Diamond,269.0
50130,La Habra,Circle,9.0
50134,San Diego,Light,269.0
50138,Chino,Formation,16.0
50143,San Jose,Sphere,159.0
50152,Westminster,Light,15.0
50157,Comptche,Rectangle,2.0
50158,San Diego,Circle,269.0
50160,Glendale,Fireball,25.0
50164,Hawthorne/Gardena,Light,1.0
50203,Oceanside,Circle,32.0
50209,Santa Cruz,Light,35.0
50224,Culver City,Formation,11.0
50251,Visalia,Fireball,35.0
50252,Calimesa,,3.0
50254,San Jose,Disk,159.0
50283,Lakeport,Light,4.0
50292,Vallejo,Sphere,18.0
50299,Anaheim,Fireball,60.0
50334,Crescent City,Unknown,6.0
50351,San Diego,Triangle,269.0
50365,Chula Vista,Sphere,26.0
50382,Los Angeles,Light,249.0
50398,Santa Cruz,Sphere,35.0
50403,Sylmar,Fireball,10.0
50404,Corona,Changing,53.0
50406,Elk Grove,Circle,33.0
50436,Laguna Niguel,Circle,17.0
50444,Los Angeles,Chevron,249.0
50449,Santa Ana/Tustin,Triangle,1.0
50451,Antioch,Sphere,38.0
50488,Beaumont,Light,5.0
50502,Montebello,Circle,9.0
50517,Temecula,Changing,47.0
50528,Oceanside,Other,32.0
50529,Sacramento,Light,175.0
50536,San Clemente,Triangle,24.0
50539,Rancho Santa Margarita,Circle,10.0
50544,Alamo,Other,2.0
50546,Mission Viejo,Other,24.0
50553,Rough and Ready,Triangle,2.0
50554,Oxnard,Light,40.0
50558,Orange County area,Circle,1.0
50564,Petaluma,Other,22.0
50569,Avenal,Other,2.0
50613,Westminster,Cross,15.0
50621,Mojave,Light,9.0
50624,La Mirada,Sphere,9.0
50625,Torrance,Triangle,33.0
50629,Fillmore,Fireball,4.0
50639,Palm Desert,Light,26.0
50674,Pasadena,Diamond,24.0
50676,Pico Rivera,Fireball,9.0
50688,Lake Alpine,Cross,2.0
50690,Fullerton,Sphere,25.0
50691,Pearblossom,Light,2.0
50698,Eureka,Oval,19.0
50706,La Puente,Formation,13.0
50711,Pico Rivera,Disk,9.0
50721,Pacheco,Diamond,2.0
50725,San Diego,Sphere,269.0
50743,Patterson,Changing,9.0
50761,Moreno Valley,Circle,25.0
50762,Mission Viejo,Diamond,24.0
50763,Oceanside (Orange Co.)(Riverside),Circle,1.0
50765,Fremont CA,Light,1.0
50766,Oceanside,Fireball,32.0
50769,Rancho Santa Margarita,Fireball,10.0
50770,Carlsbad/Oceanside,Fireball,1.0
50771,Orange Co/Riverside Co/San Diego Co,Circle,1.0
50772,Dana Point,Cigar,15.0
50774,Lake Forest,Disk,11.0
